base_key,base_number,base_name,base_type,base_telephone_number,website,base_address
3482,B03482,BUSHWICK CAR SERVICE BLACK INC.,BLACK-CAR,(718)386-5002,IN CONSTRCTION,180 KNICKERBOCKER AVENUE BROOKLYN NY 11237
3360,B03360,RIDE4NYC CORP.,BLACK-CAR,(718)540-9001,RIDE4NYC.COM,69-21  164 STREET SUITE #11 FRESH MEADOWS NY 11365
3601,B03601,MARPA LIMO LLC,BLACK-CAR,(347)855-0000,,240 KENT AVENUE 3FL SUITE 14 BROOKLYN NY 11249
3062,B03062,BQN VOUCHER INC,BLACK-CAR,(718)328-5510,,1106 GARRISON AVENUE BRONX NY 10474
3311,B03311,EDL TRANSPORTATION SERVICES LLC.,BLACK-CAR,(347)270-1668,,169 LINCOLN AVENUE SUITE #205 BRONX NY 10454
3673,B03673,MY EMPIRE LIMOUSINE LLC.,LUXURY,(800)322-2130,MYEMPIRELIMOUSINE.COM,1100 US HIGHWAY 22 NO. PLAINFIELD NJ 07066
3434,B03434,BELLA CAR SERVICE CORPORATION,BLACK-CAR,(516)986-5999,,3418 NORTHERN BOULEVARD SUITE 100 LONGISLAND CITY NY 11101
3139,B03139,MJ LUXURY INC.,BLACK-CAR,(718)278-2222,,73 MARKET STREET SUIT 374 YONKERS NY 10710
3240,B03240,ARECIBO EXPRESS INC.,BLACK-CAR,(718)399-2314,,171    5 AVENUE BROOKLYN NY 11217
3116,B03116,NAVI TRANSPORTATION INC.,BLACK-CAR,(929)299-6284,NAVITRANS.COM,125 MICHAEL DR SUITE 105 SYOSSET NY 11791
2217,B02217,PCS LIMOUSINE INC.,LUXURY,(718)821-9400,,1321 W 4TH STREET PLAINFIELD NJ 07063
222,B00222,"REYNO CAR SVC, INC.",LIVERY,(212)923-6800,,609 WEST  175 STREET NEW YORK NY 10033
3278,B03278,GEWESEN TRANSPORTATION CORP.,BLACK-CAR,(973)954-2775,WHEREGO.IO,175 VARICK STREET NEW YORK NY 10014
3050,B03050,"TORINKO NY, LLC",BLACK-CAR,(212)518-6584,,150 GREEN STREET VALLEY STREAM NY 11580
1730,B01730,LUCKY EXPRESS CORPORATION,LIVERY,(212)219-8886,WWW.LUCKYEXPRESSNYC.COM,47 LUDLOW STREET NEW YORK NY 10002
3081,B03081,DLS CAR AND LIMOUSINE SERVICE CORP,BLACK-CAR,(212)575-1426,,623 MEACHAM AVENUE ELMONT NY 11003
2756,B02756,ALLY CAR SERVICE LLC,LIVERY,(718)435-7777,,2939 AVENUE Y BROOKLYN NY 11235
3022,B03022,BLACK CAR EXPRESS.COM CORP,BLACK-CAR,(516)472-0811,WWW.BLACKCAREXPRESS.COM,8 MAPLE ST STE 4 PORT WASHINGTON NY 11050
3464,B03464,SOLEIL CITY TRANSPORTATION INC.,BLACK-CAR,(929)822-0868,,549 EAST  138 STREET 2ND FLOOR BRONX NY 10454
3681,B03681,MOIN TRANSPORTATION INC,BLACK-CAR,(718)618-5084,,720 LIBERTY AVENUE BROOKLYN NY 11208
3374,B03374,1ST SELECTION CAR SERVICE INC.,BLACK-CAR,(716)371-4400,,5612 BROADWAY BRONX NY 10463
2522,B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,LUXURY,(718)846-4455,WWW.CETTODAY.COM,86-11 LEFFERTS BOULEVARD CELLAR FLOOR RICHMOND HILL NY 11418
3688,B03688,AMERICAN EXPRESS LIMO INC,LIVERY,(212)916-2639,,2433 KNAPP STREET STE.301B BROOKLYN NY 11235
3465,B03465,PRIANNAG CORP.,BLACK-CAR,(347)427-0250,,5925 RIVERDALE AVENUE BRONX NY 10471
3666,B03666,LETSFLY INC,BLACK-CAR,(929)552-2474,WWW.LETSFLYY.COM,626 REXCORP PLAZA 6TH FLOOR UNIONDALE NY 11556
3609,B03609,LUXLINK LIMO INC,LUXURY,(929)283-9258,,173 HUGUENOT STREET SUITE 200 NEW ROCHELLE NY 10801
3692,B03692,HOW TO SAVE A LIFE LLC,BLACK-CAR,(718)300-4864,FINALLYFAMOUS.NET,69 HUNGRY HARBOR RD VALLEY STREAM NY 11581
2926,B02926,SAI EXECUTIVE LIMO CORP,LUXURY,(646)920-0000,,4 DORIS RD HICKSVILLE NY 11801
3610,B03610,PARLIAMENT TRANSPORTATION INC,BLACK-CAR,(347)925-9650,,424 MARTIN LUTHER KING JR BLVD TRENTON NJ 08618
3341,B03341,STANDARDLUX INC.,BLACK-CAR,(347)336-5559,,2765 ATLANTIC AVENUE BROOKLYN NY 11207
3313,B03313,Z&T BLACK CAR INC,BLACK-CAR,(347)735-4324,WWW.ZANDTBLACKCAR.COM,182 AVENUE S BROOKLYN NY 11223
3408,B03408,ABR LUXURY TRANSPORTATION CORP.,BLACK-CAR,(347)252-3200,,3418 NORTHERN BOULEVARD SUITE 39 L.I.C. NY 11101
3726,B03726,VISION LIMO GROUP LLC,BLACK-CAR,(917)551-6647,,100 DUFFY AVE SUITE 510 HICKSVILLE NY 11801
3723,B03723,NEW ERA BLACK CAR SERVICE LLC,BLACK-CAR,(347)686-3288,WWW.NEWERABLACKCAR.COM,8 WEST  126 STREET FLOOR 3 NEW YORK NY 10027
3032,B03032,A & S LIMOUSINE SERVICE CORP,BLACK-CAR,(718)455-1900,,"687 BROADWAY 2ND FLOOR, SUITE 2 BROOKLYN NY 11206"
3258,B03258,CHERRY TRANSPORTATION NY INC.,BLACK-CAR,(718)333-0404,CHERRYMEDICALNY.COM,145-40 157TH STREET 2ND FL. JAMAICA NY 11434
2934,B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,LIVERY,(718)481-6363,,145-117 GUY R BREWER BOULEVARD JAMAICA NY 11434
1738,B01738,SAETA CAR SERVICE INC.,LIVERY,(718)899-4444,,80-01   31 AVENUE EAST ELMHURST NY 11370
3469,B03469,BINGO TRANSIT INC,BLACK-CAR,(917)217-2897,,74 OLD FARM ROAD LEVITTOWN NY 11756
3279,B03279,AMERIKANISCH SERVICES CORP.,BLACK-CAR,(347)672-6354,AMERIKANISCH.CO,1460 BROADWAY NEW YORK NY 10036
3648,B03648,LUX BST INC,BLACK-CAR,(347)806-6859,,211 EAST   43 STREET 7TH FL NEW YORK NY 10017
1779,B01779,APEX CAR & LIMO SVCE INC,BLACK-CAR,(718)522-1313,,579 SMITH STREET BROOKLYN NY 11231
3327,B03327,DAHLIA TRANSPORTATION CORP.,BLACK-CAR,(347)297-7665,,2322 ARTHUR AVENUE #210 BRONX NY 10458
3697,B03697,"ORBITS NETWORKS, INC.",BLACK-CAR,(646)612-5151,ORBITSX.COM,1800 LEXINGTON AVENUE STORE 104 NEW YORK NY 10029
2770,B02770,"CAVALIER CAR & LIMOUSINE, INC.",BLACK-CAR,(718)454-2900,CAVALIERLIMO.COM,185-08 UNION TURNPIKE FRESH MEADOWS NY 11366
3382,B03382,ALONG CAR SERVICE CORP.,LIVERY,(833)752-5664,,1161 INTERVALE AVENUE BRONX NY 10459
2050,B02050,"MAZIN  CAR & LIMO SVC., LLC",LIVERY,(718)845-0577,,125-01 LIBERTY AVENUE SORICHMOND HILL NY 11419
2762,B02762,SHOWTIME TRANSPORTATION CORP.,BLACK-CAR,(718)260-6666,,161 BRIGHTON   11 STREET BROOKLYN NY 11235
3555,B03555,VGM GOV BIZ LLC,BLACK-CAR,(347)236-3705,VOYAGERGM.COM,445 EMPIRE BOULEVARD BROOKLYN NY 11225
3353,B03353,PEACE TRANSPORTATION SERVICES INC.,BLACK-CAR,(914)740-5485,,1 WOLFS LANE SUITE 311 PELHAM NY 10803
3435,B03435,AJC CAR SERVICE CORPORATION,BLACK-CAR,(929)501-7377,,3418 NORTHERN BOULEVARD VO2 L.I.C. NY 11101
2629,B02629,CARLUX LIMO INC.,LUXURY,(866)658-0011,,110 JERICHO TURNPIKE SUITE 4 FLORAL PARK NY 11001
3627,B03627,METRO LINE BLACK CAR INC.,BLACK-CAR,(718)388-3500,,180 KNICKERBOCKER AVE BROOKLYN NY 11237
3207,B03207,QUICK AND LUXURIOUS BLACK CAR CORP,BLACK-CAR,(718)888-0438,,122-05   23 AVENUE COLLEGE POINT NY 11356
1236,B01236,BLS LIMO SVC OF NY INC,LUXURY,(718)267-5426,,18-20 STEINWAY STREET ASTORIA NY 11105
3011,B03011,GOOD DAY TRANSPORTATION INC,BLACK-CAR,(347)533-6221,GOODDAYTRANSPORT.COM,5709 FLATLANDS AVENUE BROOKLYN NY 11234
2760,B02760,VISMAR RADIO DISPATCH INC.,LIVERY,(917)473-7777,VISMARNY.COM,1040-52 FREEMAN STREET BRONX NY 10459
3575,B03575,CHAUFFEUR LUXURY V.I.P CORP.,BLACK-CAR,(646)749-2105,,169 LINCOLN AVENUE 2ND FL BRONX NY 10454
3560,B03560,ELITE BLACK CAR SERVICE INC.,BLACK-CAR,(929)705-7125,HTTPS://WWW.ELITEBCS.NET,3808 UNION STREET STE 2C FLUSHING NY 11354
1452,B01452,AREAS TRANSP INC,LIVERY,(718)967-3232,WWW.AREASTWO.COM,5230 ARTHUR KILL ROAD STATEN ISLAND NY 10307
3037,B03037,RIDE SOLUTION WORLDWIDE INC,LUXURY,(212)470-4505,,5102   21 STREET LONGISLAND CITY NY 11101
3607,B03607,BOOK A CAR INC,LUXURY,(475)242-8689,,66 MIDDLESEX AVE SUITE 204 ISELIN NJ 08830
3621,B03621,C AND M TRANSPORTATION SERVICES INC,BLACK-CAR,(646)895-9020,,3030 MIDDLETOWN ROAD SUITE 107 BRONX NY 10461
2472,B02472,NEW BUSHWICK LUXURY INC.,BLACK-CAR,(718)821-7777,,180 KNICKERBOCKER AVENUE BROOKLYN NY 11237
3520,B03520,A B O LUXURY CAR CORP,BLACK-CAR,(718)577-5565,,1560 MAYFLOWER AVENUE BRONX NY 10461
2016,B02016,PLANET LIMOUSINE LLC,LUXURY,(800)805-9251,,202 JERICHO TURNPIKE FLORAL PARK NY 11001
2535,B02535,LFS LIMO CORP.,BLACK-CAR,(646)545-9444,,1225 FRANKLIN AVE SUITE 325 GARDEN CITY NY 11530
2334,B02334,"GROUND TRAVEL SERVICES II, LTD.",BLACK-CAR,(718)366-6856,,11-11 44TH DR. FLOOR 2 SUITE H LONGISLAND CITY NY 11101
3527,B03527,ALTO OPERATIONS NEW YORK LLC,BLACK-CAR,(888)307-0174,,500    7 AVENUE NEW YORK NY 10018
3704,B03704,ARROW LIMO LLC.,BLACK-CAR,(718)766-9022,,43-39   21 STREET L.I.C. NY 11101
3545,B03545,DRIVUS INC,BLACK-CAR,(347)617-7336,,4040 CRESCENT STREET LONGISLAND CITY NY 11101
3468,B03468,ALPHA LUXURY TRANSPORTATION INC,BLACK-CAR,(646)722-5742,,1339 PROSPECT AVENUE # 4 BRONX NY 10459
3439,B03439,CLJ EXPRESS LIMO SERVICE INC,BLACK-CAR,(833)552-5466,,236 FULTON AVE SUITE 211 HEMPSTED NY 11550
3680,B03680,GUTORI LIMO CORP.,BLACK-CAR,(929)523-1190,,126 SAINT ANNS AVENUE BRONX NY 10454
95,B00095,LIBERTY CAR SERVICE INC.,LIVERY,(718)366-6666,,689 SENECA AVENUE RIDGEWOOD NY 11385
1066,B01066,DOMINICANA RAD DISP INC,LIVERY,(718)507-1700,,101-09 NORTHERN BOULEVARD EAST ELMHURST NY 11369
3691,B03691,APOLLO RADIO DISPATCH INC,BLACK-CAR,(718)518-1111,,1074 PROSPECT AVENUE BRONX NY 10459
1527,B01527,NEW FAMILY RAD DISP INC,LIVERY,(212)749-7777,,8 WEST  126 STREET 3 FLOOR NEW YORK NY 10027
3493,B03493,WOW TRANSPORT INC,BLACK-CAR,(631)896-0286,HTTPS://WOWTRANSPORTLI.COM,17 E 23RD STREET HUNTINGTON ST NY 11746
1721,B01721,W.K. CAR & LIMO SERVICE INC,LIVERY,(212)274-1166,,1206   60 STREET BROOKLYN NY 11219
1020,B01020,MICHAELS CAR SERVICE INC.,LIVERY,(718)771-3000,,311 KINGSTON AVENUE BROOKLYN NY 11213
3652,B03652,UNIDOS TRANSPORTATION CORP.,BLACK-CAR,(212)920-5043,,8 WEST  126 STREET SUITE 3H NEW YORK NY 10027
2551,B02551,CHIEF LIMO INC.,BLACK-CAR,(718)505-1919,,3708  100 STREET QUEENS NY 11368
1470,B01470,AGUILA CAR & LIMO CORPORATION,LIVERY,(718)699-8100,,51-47   69 STREET FLUSHING NY 11377
2811,B02811,M.L TRIPS CORP.,BLACK-CAR,(718)388-4242,,141 MAUJER STREET BROOKLYN NY 11206
3684,B03684,CAPITAL TRANS GROUP INC.,BLACK-CAR,(718)500-8542,,12 PEARL ST VALLEY STREAM NY 11581
3269,B03269,"KID CAR NY,LLC",BLACK-CAR,(212)862-7233,,941-945 YONKERS AVE YONKERS NY 10704
1995,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,LIVERY,(718)786-1000,,90-03   31 AVENUE EAST ELMHURST NY 11369
3568,B03568,JET SET LIMO TRANSPORT INC.,BLACK-CAR,(929)257-8163,,41 GLAZER LN LEVITTOWN NY 11756
3160,B03160,"CURB TRANSPORTATION SERVICES,LLC",BLACK-CAR,(718)701-1317,WWW.CURBTRANSPORTATION.COM,11-11   34 AVENUE ASTORIA NY 11106
1009,B01009,UNITED LIMO C/M SVC CORP,LIVERY,(718)387-6175,,208 ROSS STREET BROOKLYN NY 11211
3660,B03660,EASE EXPRESS INC.,BLACK-CAR,(646)914-7702,,8 WEST  126 STREET SUITE#3B NEW YORK NY 10027
2167,B02167,MADISON LIMOUSINE INC,BLACK-CAR,(718)767-9210,,18-31 COLLEGE POINT BOULEVARD COLLEGE POINT NY 11356
2460,B02460,CABOT LIMO NY CORP.,LUXURY,(718)464-6666,,212-03 UNION TURNPIKE FLUSHING NY 11364
3210,B03210,DUNAMIS CARE CAR SERVICE CORP.,BLACK-CAR,(718)992-2222,,388 EAST  169 STREET BRONX NY 10456
3625,B03625,CUATRO SONS INC,LUXURY,(607)303-9398,,3217 PLANK ROAD MINEVILLE NY 12956
3672,B03672,ROYAL TRANSPORT NY INC.,BLACK-CAR,(718)569-7646,WWW.ROYALTRANSPORTNY.COM,261 UNIONDALE AVE UNIONDALE NY 11553
3301,B03301,ELITE COACH INC.,LUXURY,(718)472-2600,WWW.ELITENY.COM,32-72 GALE AVENUE L.I.C. NY 11101
3682,B03682,"RC TRANSPORTATION MANAGEMENT, INC.",BLACK-CAR,(800)270-0079,WWW.RCTRANSMGMT.COM,148 RANDHURST VILLAGE DRIVE SUITE #222 MOUNT PROSPECT IL 60056
3507,B03507,GOLDEN BIRD LIMOUSINES LLC,LUXURY,(917)983-6220,,103 N. MAIN STREET ISELIN NJ 08830
1768,B01768,NEW SUPERIOR RADIO GRP CORP,LIVERY,(718)618-0093,WWW.NEWSUPERIORTAXI.COM,1748 EAST TREMONT AVENUE BRONX NY 10460
3475,B03475,VOYAGER'S TRANSPORTATION INC,BLACK-CAR,(718)487-3000,,120-19 JAMAICA AVENUE SUIT 21 JAMAICA NY 11418
1280,B01280,BENSONHURST RIDE INC.,LIVERY,(718)946-1111,,2134   86 STREET BROOKLYN NY 11214
1200,B01200,NEW YORK APPLE CAR SERVICE INC,LIVERY,(718)455-2121,,1126 BUSHWICK AVENUE BROOKLYN NY 11221
2727,B02727,OSCAR LIMOUSINE INC,LUXURY,(877)345-1683,,3646 PRAIRIE PATH BETHPAGE NY 11714
1479,B01479,PRATT CAR SERVICE INC,LIVERY,(718)789-4900,,175 TOMPKINS AVENUE BROOKLYN NY 11206
2728,B02728,NEWTOWN PRIVATE CAR SERVICE INC.,LIVERY,(718)798-7802,NEWTOENPRIVATECARSERVICE.WEEBLY.COM,3443 BAYCHESTER AVENUE BRONX NY 10469
2634,B02634,VETERANS RADIO DISPATCHER CORP.,LIVERY,(718)364-7878,,131 KINGSBRIDGE ROAD BRONX NY 10468
3117,B03117,RELY-ON-US CAR SERVICE INC,BLACK-CAR,(347)294-8602,,250 JACKSON AVENUE BRONX NY 10454
1340,B01340,UNICAR COMPANY INC,LIVERY,(718)328-4444,,2112 WESTCHESTER AVENUE BRONX NY 10462
3474,B03474,MAGNOLIA TRANSPORT INC,LUXURY,(516)395-0720,,26 ERNST AVE HICKSVILLE NY 11801
756,B00756,T & S HILLSIDE INC.,LIVERY,(718)658-5252,REDCAPCARSERVICE.COM,169-08 HILLSIDE AVENUE 2ND FLOOR JAMAICA NY 11432
3456,B03456,3DI INC,BLACK-CAR,(516)325-0390,,45 DOVER ST MASSAPEQUA NY 11758
1963,B01963,AFRO CAR SERVICE CORP,LIVERY,(718)342-4200,,73 HEGEMAN AVENUE BROOKLYN NY 11212
1306,B01306,"R N D TRANSPORTATION, INC.",LIVERY,(718)383-1500,,135 GREENPOINT AVENUE BROOKLYN NY 11222
1300,B01300,KENNEDY RAD DISP INC,LIVERY,(212)234-8000,,3696 BROADWAY NEW YORK NY 10031
3126,B03126,YUR DRIVERS NETWORK INC,BLACK-CAR,(201)987-5702,WWW.YURDRIVERS.INFO,151 WEST PASSAIC ST 2ND FL ROCHELLE PARK NJ 07662
3717,B03717,SNAP AND DONE INC,BLACK-CAR,(929)323-5757,,147 PRINCE STREET 4/4C BROOKLYN NY 11201
3409,B03409,COAST TO COAST TRANSFERS LLC,BLACK-CAR,(917)305-2484,WWW.CTCTRANSFERS.COM,38-17 CRESCENT STREET L.I.C. NY 11101
2416,B02416,"NEW STORM CAR SERVICE, INC.",LIVERY,(718)727-6464,,700 POST AVENUE STATEN ISLAND NY 10310
2546,B02546,X RADIO DISPATCHER INC.,LIVERY,(718)328-3434,XRADIODISPATCHER.COM,1161 SOUTHERN BOULEVARD BRONX NY 10459
2573,B02573,SUNSET PARK CAR SERVICE INC,LIVERY,(718)438-6262,,4409    5 AVENUE BROOKLYN NY 11220
3508,B03508,ALLCOMFORT NY CORP,LUXURY,(646)379-5539,,130 CHARLES ST FLORAL PARK NY 11001
2613,B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,LIVERY,(718)277-7777,WWW.NYCSTARCARSERVICE.COM,3440 ATLANTIC AVENUE BROOKLYN NY 11208
975,B00975,"T.J.Q. CAR SERVICE, INC.",LIVERY,(718)629-2540,,4912 AVENUE D BROOKLYN NY 11203
3701,B03701,EXO TRANSIT CORP,BLACK-CAR,(347)269-6977,,2040 WEBSTER AVENUE BRONX NY 10457
3707,B03707,VIP MOTORS GROUP INC.,BLACK-CAR,(718)506-2300,,245 AVENUE X BROOKLYN NY 11223
3596,B03596,BULLS TRANSPORTATION OF NY INC.,BLACK-CAR,(718)663-9481,,4123 MURRAY STREET STE 201 FLUSHING NY 11355
3629,B03629,PERFILES TRANSPORTATION INC,BLACK-CAR,(212)651-4604,,740 MORRIS PARK AVENUE BRONX NY 10462
3524,B03524,JURNY TECHNOLOGIES LLC,BLACK-CAR,(212)333-3333,,241   37 STREET #1-4-B460 BROOKLYN NY 11232
3287,B03287,2S LUXURY INC.,BLACK-CAR,(718)634-2222,,91-15 ROCKAWAY BEACH BOULEVARD FAR ROCKAWAY NY 11693
1871,B01871,"ALPINE LIMOUSINE SERVICE, INC.",LUXURY,(201)373-9599,WWW.ALPHINELIMOUSINENYC.COM,1155 HILLSBORO MILE SUITE 108 HILLSBORO BEACH FL 33062
112,B00112,"AYY&M TRANSPORTATION, LLC",LIVERY,(718)680-2500,,9425    5 AVENUE BROOKLYN NY 11209
2920,B02920,AMAZING CAR AND LIMO SERVICE INC,LIVERY,(718)942-5959,,1903 WEST FARMS ROAD BRONX NY 10460
3622,B03622,RIDECO INC.,BLACK-CAR,(929)601-7010,RIDECOINC.US,175 PEARL STREET FLOOR 1-3 BROOKLYN NY 11201
1346,B01346,ARECIBO C/S INC,LIVERY,(718)783-6465,WWW.ARECIBOCC.COM,171    5 AVENUE BROOKLYN NY 11217
2725,B02725,KIRIN TRANSPORTATION INC,BLACK-CAR,(718)799-0707,,33-70 PRINCE STREET #703 FLUSHING NY 11354
888,B00888,ACE C/L SVCE INC,BLACK-CAR,(718)633-4500,WWW.EXECUTIVECHARGE.COM,1751 BATH AVENUE BROOKLYN NY 11214
3424,B03424,LILIAS LUXURY CORP,BLACK-CAR,(718)577-7471,,295 KNICKERBOCKER AVENUE BROOKLYN NY 11237
3335,B03335,ADARA NEMT CORP,BLACK-CAR,(929)565-5001,ADARANEMT.COM,3100 47TH AVENUE SUITE 3100 L.I.C. NY 11101
1118,B01118,INTERNATIONAL CAR SERVICE INC.,LIVERY,(718)230-0808,,623 WASHINGTON AVENUE BROOKLYN NY 11238
3459,B03459,J & J GREEN LINE LLC,LUXURY,(888)454-5151,,125 MICHAEL DRIVE SUIT 105 OFFICE 50 SYOSSET NY 11791
3588,B03588,TRANSMOBILITY FAMILY SYSTEM CORP,BLACK-CAR,(845)536-0076,,215 S 9TH AVE 4B MOUNT VERNON NY 10550
1980,B01980,"READY TO ROLL TRANSPORTATION, INC.",LUXURY,(212)714-1900,WWW.READYTOROLL.COM,865 EAST  138 STREET BRONX NY 10454
559,B00559,7 OCEAN EXPRESS INC.,LIVERY,(718)266-3333,,2111 AVENUE Z BROOKLYN NY 11235
3582,B03582,ESTHER CAR SERVICES LLC,BLACK-CAR,(718)414-2233,,3498 JEROME AVENUE BRONX NY 10467
2311,B02311,FAST CITY CAR & LIMO SVC INC.,LIVERY,(718)282-0973,,3616 CHURCH AVENUE BROOKLYN NY 11203
3541,B03541,BLACK RIDE INC,LUXURY,(631)552-5679,,13-11   44 AVENUE LONG ISLANDCITY NY 11101
3422,B03422,CTG LOGISTICS INC.,BLACK-CAR,(917)667-2847,,241   37 STREET 1-4-B443 BROOKLYN NY 11232
3551,B03551,IMMACULATE LIMO INC,LUXURY,(347)332-9607,IMMACULATELIMO.COM,3324 LONG BEACH ROAD OCEANSIDE NY 11572
3273,B03273,ELEGANT LUXURY LIMO LLC,LUXURY,(855)888-8595,,266 JERICHO TURNPIKE FLORAL PARK NY 11001
3298,B03298,MI BELLA PUEBLA EXPRESS INC.,BLACK-CAR,(718)458-7373,,69-35   51 AVENUE WOODSIDE NY 11377
3653,B03653,NY TULUM EXPRESS INC.,BLACK-CAR,(718)339-2550,,2045 MCDONALD AVENUE BROOKLYN NY 11223
2557,B02557,185 MALTA CAR SERVICE LLC,LIVERY,(718)759-6777,,9104 AVENUE L UNIT B BROOKLYN NY 11236
3613,B03613,EXPRESS LIMO INC,LUXURY,(516)620-3888,,100 DUFFY AVE SUITE 510 HICKSVILLE NY 11801
3113,B03113,MIKE'S VIP TRANSPORTATION INC.,BLACK-CAR,(718)699-4322,,5147   69 STREET FLUSHING NY 11377
2240,B02240,NEW APPLE TRANS. INC.,BLACK-CAR,(212)888-9999,,33-70 PRINCE STREET #601 FLUSHING NY 11354
3542,B03542,SANTANARIDE LLC,BLACK-CAR,(877)432-9712,,73 MARKET STREET SUITE 376 YONKERS NY 10710
445,B00445,JOE M LEASING CORP,LIVERY,(718)746-2222,WWW.FOURTWOS.COM,150-39   14 AVENUE 2ND FLOOR WHITESTONE NY 11357
3281,B03281,JARPA TRANSPORTATION CORP.,BLACK-CAR,(718)635-0047,WWW.JARPATRANSPORTATION.COM,2825 THIRD AVENUE SUITE 301 BRONX NY 10455
3559,B03559,GDA TRANSPORTATION INC,BLACK-CAR,(929)651-0121,IN PROGRESS,175 PEARL STREET BROOKLYN NY 11201
3665,B03665,MEDSYS TRANSPORTATION INC,BLACK-CAR,(718)812-4945,MEDSYSLIMO.COM,390 HILLSIDE AVENUNE NEW HYDE PARK NY 11040
3567,B03567,GO CAR CORP.,LIVERY,(718)387-7777,WWW.GOCARNY.COM,670 FLUSHING AVENUE #219 BROOKLYN NY 11206
536,B00536,"WINTHROP HOLDING OF NEW YORK, INC",LIVERY,(718)209-1616,,5924 GLENWOOD ROAD BROOKLYN NY 11234
3597,B03597,GE 7 EXPRESS INC,BLACK-CAR,(347)785-4272,,175 PEARL STREET BROOKLYN NY 11201
2803,B02803,OUTSIDE'S CAR SERVICE INC.,LIVERY,(646)363-7027,,1975 LAFONTAINE AVENUE BRONX NY 10457
2897,B02897,FC LIMOUSINE INC,LUXURY,(212)653-0087,,85 - 56  118 STREET KEW GARDENS NY 11415
3718,B03718,AMERICAN RADIO DISPATCH CORP,BLACK-CAR,(718)665-7777,,2207 JEROME AVENUE BASEMENT BRONX NY 10453
3415,B03415,BRONX FAMILY TRANSPORTATION INC,BLACK-CAR,(347)591-2002,,169 LINCOLN AVENUE SUITE 206 BRONX NY 10454
2806,B02806,WIZ LIMO TRANSIT INC.,BLACK-CAR,(718)969-5555,WWW.EPICLIMO1.COM,147-13 UNION TURNPIKE FLUSHING NY 11367
3657,B03657,STARLING CAR SERVICE LLC,BLACK-CAR,(718)612-8825,WWW.STARLINGCARSERVICE.COM,2115 STARLING AVENUE FL 2 BRONX NY 10462
1663,B01663,CIBAO RADIO DISPATCH,LIVERY,(718)478-2300,,112-44 ROOSEVELT AVENUE FLUSHING NY 11368
1013,B01013,AMERICANA TRANSPORTATION LLC,LIVERY,(718)449-1111,WWW.JCL-NYLIMO.COM,282 AVENUE U BROOKLYN NY 11223
3602,B03602,BLACK DIAMOND LIMO SERVICE INC,BLACK-CAR,(718)673-0306,,238 JUNIUS STREET BROOKLYN NY 11212
1868,B01868,LIMO 4 LLC,LIVERY,(212)444-4444,,36-31   10 STREET ASTORIA NY 11106
3114,B03114,PRAISE RIDE INC.,BLACK-CAR,(347)579-3828,,38 WAVERLY AVENUE BROOKLYN NY 11205
639,B00639,ROCAPULCO CAR SERVICE INC.,LIVERY,(718)474-7100,,239 BEACH  116 STREET ROCKAWAY PARK NY 11694
3598,B03598,SILVERCHA INC,BLACK-CAR,(718)888-2020,,162-13   46 AVENUE SUITE 2C FLUSHING NY 11358
2677,B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",LIVERY,(718)485-4444,,866 NEW LOTS AVENUE BROOKLYN NY 11208
3577,B03577,AMERICAN EXPRESS LIMO INC.,BLACK-CAR,(212)916-2639,WWW.AMEX-LIMO.COM,2433 KNAPP STREET SUITE 301-B BROOKLYN NY 11235
3366,B03366,DESHI TRANSPORTATION INC.,BLACK-CAR,(347)416-4996,,83-10 ROCKAWAY BOULEVARD JAMAICA NY 11416
3463,B03463,APOYO TRANSPORTATION LLC,BLACK-CAR,(347)947-5455,APOYOTRANSPORTATION.COM,2929 3RD AVENUE 4TH FLOOR BRONX NY 10455
2699,B02699,PRESIDENTIAL LUXURY LIMO INC.,BLACK-CAR,(718)707-9999,,50-19   49 STREET WOODSIDE NY 11377
2517,B02517,LOS PAISANOS LUXURY C/S INC.,BLACK-CAR,(718)445-2222,,8 ST PAULS AVENUE STATEN ISLAND NY 10301
2228,B02228,SPECIAL RADIO DISP.CORP.,LIVERY,(212)666-3939,,72 WEST  109 STREET NEW YORK NY 10025
3457,B03457,MERAKI TRANSPORTATION NYC LLC,BLACK-CAR,(212)634-9224,,5030 BROADWAY SUITE 632 NEW YORK NY 10034
3111,B03111,"SELECT TRANS,INC",BLACK-CAR,(718)514-7778,SELECTTRANSNYC.COM,34-18 NORTHERN BOULEVARD UNIT 3-44 LONGISLAND CITY NY 11101
2279,B02279,MATAMOROS CAR SERVICE INC.,LIVERY,(718)390-0035,,1017 POST AVENUE STATEN ISLAND NY 10302
3642,B03642,EL AGUILA LUXURY INC,BLACK-CAR,(917)245-4586,,1709   79 STREET BROOKLYN NY 11214
3115,B03115,TAHA INC.,BLACK-CAR,(347)757-4656,,100 S.BEDFORD RD MOUNT KISCO NY 10549
1625,B01625,GLOBE CAR SERVICE INC,LIVERY,(718)847-3500,,112-06  101 AVENUE SORICHMOND HILL NY 11419
3547,B03547,AMERICAN ONE TRANSPORTATION INC,BLACK-CAR,(917)672-2662,,621 BRIGHTON BEACH AVENUE SUIT 104 BROOKLYN NY 11235
